Nr.p.k.,Norise,Iestāde,Pašvaldība,Punkti Lasīšana,Procenti Lasīšana,Punkti Klausīšanās,Procenti Klausīšanās,Punkti Rakstīšana,Procenti Rakstīšana,Punkti Runāšana,Procenti Runāšana,Punkti kopā,Procenti kopā,Tips,Urbanizācija
114,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"16,0000",64,"17,0000",68,"15,6250",62,"24,0000",96,"72,6250",72,vidusskola,Lauki
115,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"18,0000",72,"16,0000",64,"13,1250",52,"25,0000",100,"72,1250",72,vidusskola,Lauki
116,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"16,0000",64,"13,0000",52,"15,6250",62,"25,0000",100,"69,6250",69,vidusskola,Lauki
117,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"23,0000",92,"18,0000",72,"21,8750",87,"21,0000",84,"83,8750",83,vidusskola,Lauki
118,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"13,0000",52,"10,0000",40,"13,1250",52,"20,0000",80,"56,1250",56,vidusskola,Lauki
119,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"12,0000",48,"7,0000",28,"8,1250",32,"16,0000",64,"43,1250",43,vidusskola,Lauki
120,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"22,0000",88,"19,0000",76,"20,0000",80,"22,0000",88,"83,0000",83,vidusskola,Lauki
121,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"12,0000",48,"15,0000",60,"13,1250",52,"24,0000",96,"64,1250",64,vidusskola,Lauki
122,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"15,0000",60,"16,0000",64,"19,3750",77,"25,0000",100,"75,3750",75,vidusskola,Lauki
123,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"13,0000",52,"11,0000",44,"13,1250",52,"21,0000",84,"58,1250",58,vidusskola,Lauki
124,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"11,0000",44,"9,0000",36,"16,2500",65,"24,0000",96,"60,2500",60,vidusskola,Lauki
125,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"11,0000",44,"13,0000",52,"10,6250",42,"16,0000",64,"50,6250",50,vidusskola,Lauki
126,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"23,0000",92,"23,0000",92,"18,7500",75,"24,0000",96,"88,7500",88,vidusskola,Lauki
127,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"21,0000",84,"21,0000",84,"18,7500",75,"25,0000",100,"85,7500",85,vidusskola,Lauki
128,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"13,0000",52,"18,0000",72,"17,5000",70,"21,0000",84,"69,5000",69,vidusskola,Lauki
129,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"15,0000",60,"17,0000",68,"22,5000",90,"18,0000",72,"72,5000",72,vidusskola,Lauki
130,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"13,0000",52,"12,0000",48,"13,7500",55,"17,0000",68,"55,7500",55,vidusskola,Lauki
131,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"10,0000",40,"5,0000",20,"13,1250",52,"15,0000",60,"43,1250",43,vidusskola,Lauki
132,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"14,0000",56,"7,0000",28,"18,7500",75,"16,0000",64,"55,7500",55,vidusskola,Lauki
133,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"10,0000",40,"10,0000",40,"14,3750",57,"22,0000",88,"56,3750",56,vidusskola,Lauki
134,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"17,0000",68,"18,0000",72,"17,5000",70,"22,0000",88,"74,5000",74,vidusskola,Lauki
135,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"15,0000",60,"13,0000",52,"21,8750",87,"19,0000",76,"68,8750",68,vidusskola,Lauki
136,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"10,0000",40,"8,0000",32,"17,5000",70,"20,0000",80,"55,5000",55,vidusskola,Lauki
137,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"10,0000",40,"8,0000",32,"16,8750",67,"20,0000",80,"54,8750",54,vidusskola,Lauki
138,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"9,0000",36,"6,0000",24,"17,5000",70,"18,0000",72,"50,5000",50,vidusskola,Lauki
139,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"15,0000",60,"13,0000",52,"18,7500",75,"19,0000",76,"65,7500",65,vidusskola,Lauki
140,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"12,0000",48,"10,0000",40,"15,0000",60,"19,0000",76,"56,0000",56,vidusskola,Lauki
141,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"13,0000",52,"10,0000",40,"13,7500",55,"20,0000",80,"56,7500",56,vidusskola,Lauki
142,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"16,0000",64,"19,0000",76,"14,3750",57,"24,0000",96,"73,3750",73,vidusskola,Lauki
143,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"13,0000",52,"9,0000",36,"16,2500",65,"22,0000",88,"60,2500",60,vidusskola,Lauki
144,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"15,0000",60,"19,0000",76,"14,3750",57,"22,0000",88,"70,3750",70,vidusskola,Lauki
145,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"17,0000",68,"19,0000",76,"18,1250",72,"25,0000",100,"79,1250",79,vidusskola,Lauki
146,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"8,0000",32,"7,0000",28,"10,0000",40,"20,0000",80,"45,0000",45,vidusskola,Lauki
147,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"13,0000",52,"9,0000",36,"9,3750",37,"18,0000",72,"49,3750",49,vidusskola,Lauki
148,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"18,0000",72,"19,0000",76,"11,2500",45,"16,0000",64,"64,2500",64,vidusskola,Lauki
149,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"10,0000",40,"9,0000",36,"18,7500",75,"23,0000",92,"60,7500",60,vidusskola,Lauki
150,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"15,0000",60,"12,0000",48,"19,3750",77,"18,0000",72,"64,3750",64,vidusskola,Lauki
151,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"5,0000",20,"5,0000",20,"13,1250",52,"17,0000",68,"40,1250",40,vidusskola,Lauki
152,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"6,0000",24,"10,0000",40,"16,2500",65,"18,0000",72,"50,2500",50,vidusskola,Lauki
153,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"9,0000",36,"8,0000",32,"15,6250",62,"20,0000",80,"52,6250",52,vidusskola,Lauki
154,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"7,0000",28,"11,0000",44,"20,6250",82,"21,0000",84,"59,6250",59,vidusskola,Lauki
155,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"5,0000",20,"6,0000",24,"16,8750",67,"20,0000",80,"47,8750",47,vidusskola,Lauki
156,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"18,0000",72,"18,0000",72,"19,3750",77,"21,0000",84,"76,3750",76,vidusskola,Lauki
157,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"11,0000",44,"8,0000",32,"10,6250",42,"18,0000",72,"47,6250",47,vidusskola,Lauki
158,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"11,0000",44,"9,0000",36,"13,7500",55,"22,0000",88,"55,7500",55,vidusskola,Lauki
159,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Babītes vidusskola,Mārupes novads,"16,0000",64,"15,0000",60,"23,1250",92,"25,0000",100,"79,1250",79,vidusskola,Lauki
160,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"18,0000",72,"20,0000",80,"13,1250",52,"23,0000",92,"74,1250",74,vidusskola,Novadu pilsētas
161,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"19,0000",76,"13,0000",52,"11,8750",47,"25,0000",100,"68,8750",68,vidusskola,Novadu pilsētas
162,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"19,0000",76,"19,0000",76,"16,2500",65,"24,0000",96,"78,2500",78,vidusskola,Novadu pilsētas
163,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"10,0000",40,"8,0000",32,"13,1250",52,"21,0000",84,"52,1250",52,vidusskola,Novadu pilsētas
164,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"9,0000",36,"12,0000",48,"11,2500",45,"21,0000",84,"53,2500",53,vidusskola,Novadu pilsētas
165,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"7,0000",28,"11,0000",44,"14,3750",57,"24,0000",96,"56,3750",56,vidusskola,Novadu pilsētas
166,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"13,0000",52,"13,0000",52,"17,5000",70,"23,0000",92,"66,5000",66,vidusskola,Novadu pilsētas
167,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"12,0000",48,"10,0000",40,"13,1250",52,"25,0000",100,"60,1250",60,vidusskola,Novadu pilsētas
168,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"12,0000",48,"8,0000",32,"11,2500",45,"20,0000",80,"51,2500",51,vidusskola,Novadu pilsētas
169,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"18,0000",72,"13,0000",52,"21,2500",85,"24,0000",96,"76,2500",76,vidusskola,Novadu pilsētas
170,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"18,0000",72,"19,0000",76,"18,7500",75,"24,0000",96,"79,7500",79,vidusskola,Novadu pilsētas
171,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"21,0000",84,"22,0000",88,"19,3750",77,"25,0000",100,"87,3750",87,vidusskola,Novadu pilsētas
172,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"14,0000",56,"17,0000",68,"22,5000",90,"24,0000",96,"77,5000",77,vidusskola,Novadu pilsētas
173,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"10,0000",40,"12,0000",48,"20,0000",80,"23,0000",92,"65,0000",65,vidusskola,Novadu pilsētas
174,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"17,0000",68,"18,0000",72,"16,8750",67,"25,0000",100,"76,8750",76,vidusskola,Novadu pilsētas
175,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"13,0000",52,"12,0000",48,"17,5000",70,"22,0000",88,"64,5000",64,vidusskola,Novadu pilsētas
176,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"19,0000",76,"18,0000",72,"14,3750",57,"20,0000",80,"71,3750",71,vidusskola,Novadu pilsētas
177,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"24,0000",96,"22,0000",88,"23,7500",95,"25,0000",100,"94,7500",94,vidusskola,Novadu pilsētas
178,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"9,0000",36,"5,0000",20,"10,6250",42,"15,0000",60,"39,6250",39,vidusskola,Novadu pilsētas
179,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baldones vidusskola,Ķekavas novads,"15,0000",60,"7,0000",28,"14,3750",57,"20,0000",80,"56,3750",56,vidusskola,Novadu pilsētas
180,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"6,0000",24,"7,0000",28,"7,5000",30,"16,0000",64,"36,5000",36,vidusskola,Novadu pilsētas
181,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"18,0000",72,"8,0000",32,"14,3750",57,"22,5000",90,"62,8750",62,vidusskola,Novadu pilsētas
182,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"11,0000",44,"10,0000",40,"10,0000",40,"20,0000",80,"51,0000",51,vidusskola,Novadu pilsētas
183,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"7,0000",28,"4,0000",16,"5,0000",20,"17,0000",68,"33,0000",33,vidusskola,Novadu pilsētas
184,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"11,0000",44,"10,0000",40,"14,3750",57,"17,5000",70,"52,8750",52,vidusskola,Novadu pilsētas
185,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"5,0000",20,"7,0000",28,"8,7500",35,"12,0000",48,"32,7500",32,vidusskola,Novadu pilsētas
186,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"9,0000",36,"9,0000",36,"14,3750",57,"15,5000",62,"47,8750",47,vidusskola,Novadu pilsētas
187,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"21,0000",84,"17,0000",68,"13,1250",52,"19,5000",78,"70,6250",70,vidusskola,Novadu pilsētas
188,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"11,0000",44,"11,0000",44,"16,2500",65,"20,0000",80,"58,2500",58,vidusskola,Novadu pilsētas
189,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"10,0000",40,"14,0000",56,"14,3750",57,"22,5000",90,"60,8750",60,vidusskola,Novadu pilsētas
190,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"14,0000",56,"13,0000",52,"20,0000",80,"21,0000",84,"68,0000",68,vidusskola,Novadu pilsētas
191,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"8,0000",32,"6,0000",24,"6,8750",27,"17,0000",68,"37,8750",37,vidusskola,Novadu pilsētas
192,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"14,0000",56,"12,0000",48,"10,6250",42,"17,5000",70,"54,1250",54,vidusskola,Novadu pilsētas
193,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"8,0000",32,"13,0000",52,"5,6250",22,"18,0000",72,"44,6250",44,vidusskola,Novadu pilsētas
194,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"16,0000",64,"16,0000",64,"11,8750",47,"19,0000",76,"62,8750",62,vidusskola,Novadu pilsētas
195,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"14,0000",56,"11,0000",44,"17,5000",70,"23,5000",94,"66,0000",66,vidusskola,Novadu pilsētas
196,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"14,0000",56,"18,0000",72,"13,7500",55,"23,5000",94,"69,2500",69,vidusskola,Novadu pilsētas
197,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"22,0000",88,"18,0000",72,"15,0000",60,"22,5000",90,"77,5000",77,vidusskola,Novadu pilsētas
198,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baložu vidusskola,Ķekavas novads,"20,0000",80,"22,0000",88,"21,2500",85,"25,0000",100,"88,2500",88,vidusskola,Novadu pilsētas
199,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baltinavas vidusskola,Balvu novads,"12,0000",48,"14,0000",56,"12,5000",50,"20,0000",80,"58,5000",58,vidusskola,Lauki
200,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baltinavas vidusskola,Balvu novads,"18,0000",72,"14,0000",56,"11,8750",47,"20,0000",80,"63,8750",63,vidusskola,Lauki
201,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baltinavas vidusskola,Balvu novads,"8,0000",32,"9,0000",36,"9,3750",37,"23,0000",92,"49,3750",49,vidusskola,Lauki
202,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baltinavas vidusskola,Balvu novads,"12,0000",48,"12,0000",48,"10,0000",40,"18,0000",72,"52,0000",52,vidusskola,Lauki
203,Eksāmens angļu valodā (augstākais mācību satura apguves līmenis) 2024./2025. m.g.,Baltinavas vidusskola,Balvu novads,"12,0000",48,"14,0000",56,"10,6250",42,"0,0000",0,"36,6250",36,vidusskola,Lauki
